loan_id,reporting_month,servicer_name,dq_score,dq_band,dq_violation_count
LN100119,2022-12,Pioneer Mortgage Ops,82.0,watch,3
LN100119,2023-01,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2023-02,Pioneer Mortgage Ops,82.0,watch,3
LN100119,2023-03,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2023-04,Pioneer Mortgage Ops,88.0,watch,2
LN100119,2023-05,Pioneer Mortgage Ops,89.0,watch,1
LN100119,2023-06,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2023-07,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2023-08,Pioneer Mortgage Ops,89.0,watch,1
LN100119,2023-09,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2023-10,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2023-11,Pioneer Mortgage Ops,93.0,clean,1
LN100119,2023-12,Pioneer Mortgage Ops,91.0,clean,2
LN100119,2024-01,Pioneer Mortgage Ops,91.0,clean,1
LN100119,2024-02,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2024-03,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2024-04,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2024-05,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2024-06,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2024-07,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2024-08,Pioneer Mortgage Ops,91.0,clean,1
LN100119,2024-09,Pioneer Mortgage Ops,81.0,watch,3
LN100119,2024-10,Pioneer Mortgage Ops,90.0,watch,2
LN100119,2024-11,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2024-12,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-01,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-02,Pioneer Mortgage Ops,81.0,watch,2
LN100119,2025-03,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-04,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-05,Pioneer Mortgage Ops,81.0,watch,3
LN100119,2025-06,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-07,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-08,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-09,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2025-10,Pioneer Mortgage Ops,100.0,clean,0
LN100119,2025-11,Pioneer Mortgage Ops,88.0,watch,2
LN100119,2025-12,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2026-01,Pioneer Mortgage Ops,90.0,watch,2
LN100119,2026-02,Pioneer Mortgage Ops,91.0,clean,1
LN100119,2026-03,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2026-04,Pioneer Mortgage Ops,97.0,clean,1
LN100119,2026-05,Pioneer Mortgage Ops,88.0,watch,2
LN100119,2026-06,Pioneer Mortgage Ops,100.0,clean,0
LN100120,2021-02,Belmont Loan Services,97.0,clean,1
LN100120,2021-03,Belmont Loan Services,97.0,clean,1
LN100120,2021-04,Belmont Loan Services,78.0,watch,2
LN100120,2021-05,Belmont Loan Services,97.0,clean,1
LN100120,2021-06,Belmont Loan Services,88.0,watch,2
LN100120,2021-07,Belmont Loan Services,90.0,watch,2
LN100120,2021-08,Belmont Loan Services,97.0,clean,1
LN100120,2021-09,Belmont Loan Services,97.0,clean,1
LN100120,2021-10,Belmont Loan Services,97.0,clean,1
LN100120,2021-11,Belmont Loan Services,79.0,watch,3
LN100120,2021-12,Belmont Loan Services,97.0,clean,1
LN100120,2022-01,Belmont Loan Services,100.0,clean,0
LN100120,2022-02,Belmont Loan Services,97.0,clean,1
LN100120,2022-03,Belmont Loan Services,78.0,watch,2
LN100120,2022-04,Belmont Loan Services,97.0,clean,1
LN100120,2022-05,Belmont Loan Services,89.0,watch,1
LN100120,2022-06,Belmont Loan Services,97.0,clean,1
LN100120,2022-07,Belmont Loan Services,91.0,clean,1
LN100120,2022-08,Belmont Loan Services,97.0,clean,1
LN100120,2022-09,Belmont Loan Services,97.0,clean,1
LN100120,2022-10,Belmont Loan Services,87.0,watch,1
LN100120,2022-11,Belmont Loan Services,88.0,watch,2
LN100120,2022-12,Belmont Loan Services,93.0,clean,1
LN100120,2023-01,Belmont Loan Services,97.0,clean,1
LN100120,2023-02,Belmont Loan Services,88.0,watch,2
LN100120,2023-03,Belmont Loan Services,97.0,clean,1
LN100120,2023-04,Belmont Loan Services,87.0,watch,1
LN100120,2023-05,Belmont Loan Services,87.0,watch,1
LN100120,2023-06,Belmont Loan Services,90.0,watch,2
LN100120,2023-07,Belmont Loan Services,97.0,clean,1
LN100120,2023-08,Belmont Loan Services,97.0,clean,1
LN100120,2023-09,Belmont Loan Services,97.0,clean,1
LN100120,2023-10,Belmont Loan Services,97.0,clean,1
LN100120,2023-11,Belmont Loan Services,80.0,watch,2
LN100120,2023-12,Belmont Loan Services,97.0,clean,1
LN100120,2024-01,Belmont Loan Services,100.0,clean,0
LN100120,2024-02,Belmont Loan Services,81.0,watch,2
LN100120,2024-03,Belmont Loan Services,93.0,clean,1
LN100120,2024-04,Belmont Loan Services,97.0,clean,1
LN100120,2024-05,Belmont Loan Services,97.0,clean,1
LN100120,2024-06,Belmont Loan Services,97.0,clean,1
LN100120,2024-07,Belmont Loan Services,97.0,clean,1
LN100120,2024-08,Belmont Loan Services,100.0,clean,0
LN100120,2024-09,Belmont Loan Services,97.0,clean,1
LN100120,2024-10,Belmont Loan Services,91.0,clean,1
LN100120,2024-11,Belmont Loan Services,97.0,clean,1
LN100120,2024-12,Belmont Loan Services,97.0,clean,1
LN100120,2025-01,Belmont Loan Services,97.0,clean,1
LN100120,2025-02,Belmont Loan Services,77.0,watch,2
LN100120,2025-03,Belmont Loan Services,97.0,clean,1
LN100120,2025-04,Belmont Loan Services,97.0,clean,1
LN100120,2025-05,Belmont Loan Services,97.0,clean,1
LN100120,2025-06,Belmont Loan Services,97.0,clean,1
LN100120,2025-07,Belmont Loan Services,97.0,clean,1
LN100120,2025-08,Belmont Loan Services,97.0,clean,1
LN100120,2025-09,Belmont Loan Services,92.0,clean,1
LN100120,2025-10,Belmont Loan Services,91.0,clean,1
LN100120,2025-11,Belmont Loan Services,97.0,clean,1
LN100120,2025-12,Belmont Loan Services,97.0,clean,1
LN100120,2026-01,Belmont Loan Services,100.0,clean,0
LN100120,2026-02,Belmont Loan Services,97.0,clean,1
LN100120,2026-03,Belmont Loan Services,97.0,clean,1
LN100120,2026-04,Belmont Loan Services,97.0,clean,1
LN100121,2021-09,Northgate Servicing,97.0,clean,1
LN100121,2021-10,Northgate Servicing,97.0,clean,1
LN100122,2019-01,Belmont Loan Services,97.0,clean,1
LN100122,2019-02,Belmont Loan Services,100.0,clean,0
LN100122,2019-03,Belmont Loan Services,82.0,watch,3
LN100122,2019-04,Belmont Loan Services,97.0,clean,1
LN100122,2019-05,Belmont Loan Services,97.0,clean,1
LN100122,2019-06,Belmont Loan Services,92.0,clean,1
LN100122,2019-07,Belmont Loan Services,97.0,clean,1
LN100122,2019-08,Belmont Loan Services,97.0,clean,1
LN100122,2019-09,Belmont Loan Services,97.0,clean,1
LN100122,2019-10,Belmont Loan Services,97.0,clean,1
LN100122,2019-11,Belmont Loan Services,97.0,clean,1
LN100122,2019-12,Belmont Loan Services,97.0,clean,1
LN100122,2020-01,Belmont Loan Services,87.0,watch,1
LN100122,2020-02,Belmont Loan Services,100.0,clean,0
LN100122,2020-03,Belmont Loan Services,97.0,clean,1
LN100122,2020-04,Belmont Loan Services,97.0,clean,1
LN100122,2020-05,Belmont Loan Services,97.0,clean,1
LN100122,2020-06,Belmont Loan Services,100.0,clean,0
LN100122,2020-07,Belmont Loan Services,97.0,clean,1
LN100122,2020-08,Belmont Loan Services,97.0,clean,1
LN100122,2020-09,Belmont Loan Services,97.0,clean,1
LN100122,2020-10,Belmont Loan Services,97.0,clean,1
LN100122,2020-11,Belmont Loan Services,77.0,watch,2
LN100122,2020-12,Belmont Loan Services,90.0,watch,2
LN100122,2021-01,Belmont Loan Services,90.0,watch,2
LN100122,2021-02,Belmont Loan Services,97.0,clean,1
LN100123,2023-12,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-01,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-02,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-03,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-04,Arcadia Capital Servicing,100.0,clean,0
LN100123,2024-05,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-06,Arcadia Capital Servicing,100.0,clean,0
LN100123,2024-07,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-08,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-09,Arcadia Capital Servicing,100.0,clean,0
LN100123,2024-10,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-11,Arcadia Capital Servicing,97.0,clean,1
LN100123,2024-12,Arcadia Capital Servicing,97.0,clean,1
LN100123,2025-01,Arcadia Capital Servicing,97.0,clean,1
LN100124,2024-02,Northgate Servicing,97.0,clean,1
LN100125,2024-12,Belmont Loan Services,100.0,clean,0
LN100125,2025-01,Belmont Loan Services,87.0,watch,1
LN100125,2025-02,Belmont Loan Services,97.0,clean,1
LN100125,2025-03,Belmont Loan Services,97.0,clean,1
LN100125,2025-04,Belmont Loan Services,97.0,clean,1
LN100125,2025-05,Belmont Loan Services,90.0,watch,2
LN100125,2025-06,Belmont Loan Services,100.0,clean,0
LN100125,2025-07,Belmont Loan Services,100.0,clean,0
LN100125,2025-08,Belmont Loan Services,97.0,clean,1
LN100125,2025-09,Belmont Loan Services,97.0,clean,1
LN100125,2025-10,Belmont Loan Services,97.0,clean,1
LN100125,2025-11,Belmont Loan Services,100.0,clean,0
LN100125,2025-12,Belmont Loan Services,97.0,clean,1
LN100125,2026-01,Belmont Loan Services,97.0,clean,1
LN100125,2026-02,Belmont Loan Services,100.0,clean,0
LN100126,2020-02,Arcadia Capital Servicing,88.0,watch,2
LN100126,2020-03,Arcadia Capital Servicing,97.0,clean,1
LN100126,2020-04,Arcadia Capital Servicing,100.0,clean,0
LN100126,2020-05,Arcadia Capital Servicing,93.0,clean,1
LN100126,2020-06,Arcadia Capital Servicing,97.0,clean,1
LN100126,2020-07,Arcadia Capital Servicing,97.0,clean,1
LN100126,2020-08,Arcadia Capital Servicing,97.0,clean,1
LN100126,2020-09,Arcadia Capital Servicing,87.0,watch,1
LN100126,2020-10,Arcadia Capital Servicing,100.0,clean,0
LN100126,2020-11,Arcadia Capital Servicing,97.0,clean,1
LN100126,2020-12,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-01,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-02,Arcadia Capital Servicing,90.0,watch,2
LN100126,2021-03,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-04,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-05,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-06,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-07,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-08,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-09,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-10,Arcadia Capital Servicing,90.0,watch,2
LN100126,2021-11,Arcadia Capital Servicing,97.0,clean,1
LN100126,2021-12,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-01,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-02,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-03,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-04,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-05,Arcadia Capital Servicing,100.0,clean,0
LN100126,2022-06,Arcadia Capital Servicing,88.0,watch,2
LN100126,2022-07,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-08,Arcadia Capital Servicing,100.0,clean,0
LN100126,2022-09,Arcadia Capital Servicing,97.0,clean,1
LN100126,2022-10,Arcadia Capital Servicing,91.0,clean,1
LN100126,2022-11,Arcadia Capital Servicing,100.0,clean,0
LN100126,2022-12,Arcadia Capital Servicing,89.0,watch,2
LN100126,2023-01,Arcadia Capital Servicing,100.0,clean,0
LN100126,2023-02,Arcadia Capital Servicing,100.0,clean,0
LN100126,2023-03,Arcadia Capital Servicing,88.0,watch,2
LN100126,2023-04,Arcadia Capital Servicing,97.0,clean,1
LN100126,2023-05,Arcadia Capital Servicing,100.0,clean,0
LN100126,2023-06,Arcadia Capital Servicing,97.0,clean,1
LN100126,2023-07,Arcadia Capital Servicing,97.0,clean,1
LN100126,2023-08,Arcadia Capital Servicing,100.0,clean,0
LN100126,2023-09,Arcadia Capital Servicing,97.0,clean,1
LN100126,2023-10,Arcadia Capital Servicing,97.0,clean,1
LN100126,2023-11,Arcadia Capital Servicing,100.0,clean,0
LN100126,2023-12,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-01,Arcadia Capital Servicing,93.0,clean,1
LN100126,2024-02,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-03,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-04,Arcadia Capital Servicing,89.0,watch,2
LN100126,2024-05,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-06,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-07,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-08,Arcadia Capital Servicing,100.0,clean,0
LN100126,2024-09,Arcadia Capital Servicing,97.0,clean,1
LN100126,2024-10,Arcadia Capital Servicing,100.0,clean,0
LN100126,2024-11,Arcadia Capital Servicing,91.0,clean,1
LN100126,2024-12,Arcadia Capital Servicing,88.0,watch,2
LN100126,2025-01,Arcadia Capital Servicing,88.0,watch,2
LN100126,2025-02,Arcadia Capital Servicing,88.0,watch,2
LN100126,2025-03,Arcadia Capital Servicing,100.0,clean,0
LN100126,2025-04,Arcadia Capital Servicing,100.0,clean,0
LN100126,2025-05,Arcadia Capital Servicing,100.0,clean,0
LN100126,2025-06,Arcadia Capital Servicing,97.0,clean,1
LN100126,2025-07,Arcadia Capital Servicing,97.0,clean,1
LN100126,2025-08,Arcadia Capital Servicing,90.0,watch,2
LN100126,2025-09,Arcadia Capital Servicing,88.0,watch,2
LN100126,2025-10,Arcadia Capital Servicing,97.0,clean,1
LN100126,2025-11,Arcadia Capital Servicing,83.0,watch,2
LN100126,2025-12,Arcadia Capital Servicing,97.0,clean,1
LN100126,2026-01,Arcadia Capital Servicing,82.0,watch,3
LN100126,2026-02,Arcadia Capital Servicing,97.0,clean,1
LN100126,2026-03,Arcadia Capital Servicing,97.0,clean,1
LN100126,2026-04,Arcadia Capital Servicing,97.0,clean,1
LN100126,2026-05,Arcadia Capital Servicing,88.0,watch,2
LN100126,2026-06,Arcadia Capital Servicing,97.0,clean,1
LN100127,2019-01,Belmont Loan Services,100.0,clean,0
LN100127,2019-02,Belmont Loan Services,100.0,clean,0
LN100127,2019-03,Belmont Loan Services,97.0,clean,1
LN100127,2019-04,Belmont Loan Services,97.0,clean,1
LN100127,2019-05,Belmont Loan Services,100.0,clean,0
LN100127,2019-06,Belmont Loan Services,100.0,clean,0
LN100127,2019-07,Belmont Loan Services,100.0,clean,0
LN100127,2019-08,Belmont Loan Services,97.0,clean,1
LN100127,2019-09,Belmont Loan Services,100.0,clean,0
LN100127,2019-10,Belmont Loan Services,97.0,clean,1
LN100127,2019-11,Belmont Loan Services,91.0,clean,2
LN100127,2019-12,Belmont Loan Services,88.0,watch,2
LN100127,2020-01,Belmont Loan Services,97.0,clean,1
LN100127,2020-02,Belmont Loan Services,97.0,clean,1
LN100127,2020-03,Belmont Loan Services,97.0,clean,1
LN100127,2020-04,Belmont Loan Services,97.0,clean,1
LN100127,2020-05,Belmont Loan Services,97.0,clean,1
LN100127,2020-06,Belmont Loan Services,97.0,clean,1
LN100127,2020-07,Belmont Loan Services,97.0,clean,1
LN100127,2020-08,Belmont Loan Services,91.0,clean,1
LN100127,2020-09,Belmont Loan Services,100.0,clean,0
LN100127,2020-10,Belmont Loan Services,97.0,clean,1
LN100127,2020-11,Belmont Loan Services,80.0,watch,2
LN100127,2020-12,Belmont Loan Services,91.0,clean,1
LN100127,2021-01,Belmont Loan Services,100.0,clean,0
LN100127,2021-02,Belmont Loan Services,97.0,clean,1
LN100127,2021-03,Belmont Loan Services,97.0,clean,1
LN100127,2021-04,Belmont Loan Services,97.0,clean,1
LN100127,2021-05,Belmont Loan Services,73.0,poor,3
LN100127,2021-06,Belmont Loan Services,97.0,clean,1
LN100127,2021-07,Belmont Loan Services,100.0,clean,0
LN100127,2021-08,Belmont Loan Services,88.0,watch,2
LN100127,2021-09,Belmont Loan Services,100.0,clean,0
LN100127,2021-10,Belmont Loan Services,88.0,watch,2
LN100127,2021-11,Belmont Loan Services,97.0,clean,1
LN100127,2021-12,Belmont Loan Services,100.0,clean,0
LN100127,2022-01,Belmont Loan Services,100.0,clean,0
LN100127,2022-02,Belmont Loan Services,97.0,clean,1
LN100127,2022-03,Belmont Loan Services,97.0,clean,1
LN100127,2022-04,Belmont Loan Services,84.0,watch,3
LN100127,2022-05,Belmont Loan Services,97.0,clean,1
LN100127,2022-06,Belmont Loan Services,84.0,watch,2
LN100127,2022-07,Belmont Loan Services,97.0,clean,1
LN100127,2022-08,Belmont Loan Services,100.0,clean,0
LN100127,2022-09,Belmont Loan Services,97.0,clean,1
LN100127,2022-10,Belmont Loan Services,97.0,clean,1
LN100127,2022-11,Belmont Loan Services,97.0,clean,1
LN100127,2022-12,Belmont Loan Services,100.0,clean,0
LN100127,2023-01,Belmont Loan Services,100.0,clean,0
LN100127,2023-02,Belmont Loan Services,100.0,clean,0
LN100127,2023-03,Belmont Loan Services,97.0,clean,1
LN100127,2023-04,Belmont Loan Services,97.0,clean,1
LN100127,2023-05,Belmont Loan Services,89.0,watch,1
LN100127,2023-06,Belmont Loan Services,90.0,watch,2
LN100127,2023-07,Belmont Loan Services,97.0,clean,1
LN100127,2023-08,Belmont Loan Services,90.0,watch,2
LN100127,2023-09,Belmont Loan Services,97.0,clean,1
LN100127,2023-10,Belmont Loan Services,100.0,clean,0
LN100127,2023-11,Belmont Loan Services,100.0,clean,0
LN100127,2023-12,Belmont Loan Services,97.0,clean,1
LN100127,2024-01,Belmont Loan Services,97.0,clean,1
LN100127,2024-02,Belmont Loan Services,97.0,clean,1
LN100127,2024-03,Belmont Loan Services,97.0,clean,1
LN100127,2024-04,Belmont Loan Services,88.0,watch,2
LN100127,2024-05,Belmont Loan Services,97.0,clean,1
LN100127,2024-06,Belmont Loan Services,84.0,watch,2
LN100127,2024-07,Belmont Loan Services,97.0,clean,1
LN100127,2024-08,Belmont Loan Services,97.0,clean,1
LN100127,2024-09,Belmont Loan Services,100.0,clean,0
LN100127,2024-10,Belmont Loan Services,87.0,watch,1
LN100127,2024-11,Belmont Loan Services,97.0,clean,1
LN100127,2024-12,Belmont Loan Services,97.0,clean,1
LN100127,2025-01,Belmont Loan Services,84.0,watch,3
LN100127,2025-02,Belmont Loan Services,100.0,clean,0
LN100127,2025-03,Belmont Loan Services,87.0,watch,1
LN100127,2025-04,Belmont Loan Services,97.0,clean,1
LN100127,2025-05,Belmont Loan Services,97.0,clean,1
LN100127,2025-06,Belmont Loan Services,100.0,clean,0
LN100127,2025-07,Belmont Loan Services,88.0,watch,2
LN100127,2025-08,Belmont Loan Services,97.0,clean,1
LN100127,2025-09,Belmont Loan Services,88.0,watch,2
LN100127,2025-10,Belmont Loan Services,90.0,watch,2
LN100127,2025-11,Belmont Loan Services,100.0,clean,0
LN100127,2025-12,Belmont Loan Services,97.0,clean,1
LN100127,2026-01,Belmont Loan Services,97.0,clean,1
LN100127,2026-02,Belmont Loan Services,97.0,clean,1
LN100127,2026-03,Belmont Loan Services,97.0,clean,1
LN100127,2026-04,Belmont Loan Services,100.0,clean,0
LN100127,2026-05,Belmont Loan Services,87.0,watch,1
LN100127,2026-06,Belmont Loan Services,90.0,watch,2
LN100128,2024-12,Belmont Loan Services,82.0,watch,3
LN100128,2025-01,Belmont Loan Services,97.0,clean,1
LN100128,2025-02,Belmont Loan Services,100.0,clean,0
LN100128,2025-03,Belmont Loan Services,97.0,clean,1
LN100128,2025-04,Belmont Loan Services,88.0,watch,2
LN100128,2025-05,Belmont Loan Services,90.0,watch,2
LN100128,2025-06,Belmont Loan Services,97.0,clean,1
LN100128,2025-07,Belmont Loan Services,88.0,watch,2
LN100129,2019-01,Northgate Servicing,97.0,clean,1
LN100129,2019-02,Northgate Servicing,97.0,clean,1
LN100129,2019-03,Northgate Servicing,97.0,clean,1
LN100129,2019-04,Northgate Servicing,100.0,clean,0
LN100129,2019-05,Northgate Servicing,97.0,clean,1
LN100129,2019-06,Northgate Servicing,97.0,clean,1
LN100129,2019-07,Northgate Servicing,97.0,clean,1
LN100129,2019-08,Northgate Servicing,100.0,clean,0
LN100129,2019-09,Northgate Servicing,100.0,clean,0
LN100129,2019-10,Northgate Servicing,97.0,clean,1
LN100129,2019-11,Northgate Servicing,97.0,clean,1
LN100129,2019-12,Northgate Servicing,97.0,clean,1
LN100129,2020-01,Northgate Servicing,97.0,clean,1
LN100129,2020-02,Northgate Servicing,97.0,clean,1
LN100129,2020-03,Northgate Servicing,90.0,watch,2
LN100129,2020-04,Northgate Servicing,100.0,clean,0
LN100129,2020-05,Northgate Servicing,97.0,clean,1
LN100129,2020-06,Northgate Servicing,97.0,clean,1
LN100130,2019-05,Belmont Loan Services,97.0,clean,1
LN100130,2019-06,Belmont Loan Services,90.0,watch,2
LN100130,2019-07,Belmont Loan Services,97.0,clean,1
LN100130,2019-08,Belmont Loan Services,97.0,clean,1
LN100130,2019-09,Belmont Loan Services,97.0,clean,1
LN100130,2019-10,Belmont Loan Services,97.0,clean,1
LN100130,2019-11,Belmont Loan Services,91.0,clean,1
LN100131,2020-03,Arcadia Capital Servicing,88.0,watch,2
LN100131,2020-04,Arcadia Capital Servicing,97.0,clean,1
LN100131,2020-05,Arcadia Capital Servicing,97.0,clean,1
LN100131,2020-06,Arcadia Capital Servicing,100.0,clean,0
LN100131,2020-07,Arcadia Capital Servicing,97.0,clean,1
LN100131,2020-08,Arcadia Capital Servicing,100.0,clean,0
LN100131,2020-09,Arcadia Capital Servicing,97.0,clean,1
LN100131,2020-10,Arcadia Capital Servicing,97.0,clean,1
LN100131,2020-11,Arcadia Capital Servicing,97.0,clean,1
LN100131,2020-12,Arcadia Capital Servicing,97.0,clean,1
LN100132,2022-07,Northgate Servicing,97.0,clean,1
LN100132,2022-08,Northgate Servicing,97.0,clean,1
LN100132,2022-09,Northgate Servicing,87.0,watch,1
LN100132,2022-10,Northgate Servicing,97.0,clean,1
LN100132,2022-11,Northgate Servicing,88.0,watch,2
LN100132,2022-12,Northgate Servicing,97.0,clean,1
LN100132,2023-01,Northgate Servicing,97.0,clean,1
LN100132,2023-02,Northgate Servicing,97.0,clean,1
LN100132,2023-03,Northgate Servicing,97.0,clean,1
LN100132,2023-04,Northgate Servicing,100.0,clean,0
LN100132,2023-05,Northgate Servicing,97.0,clean,1
LN100132,2023-06,Northgate Servicing,97.0,clean,1
LN100132,2023-07,Northgate Servicing,100.0,clean,0
LN100132,2023-08,Northgate Servicing,97.0,clean,1
LN100132,2023-09,Northgate Servicing,97.0,clean,1
LN100132,2023-10,Northgate Servicing,97.0,clean,1
LN100132,2023-11,Northgate Servicing,97.0,clean,1
LN100132,2023-12,Northgate Servicing,97.0,clean,1
LN100132,2024-01,Northgate Servicing,100.0,clean,0
LN100132,2024-02,Northgate Servicing,97.0,clean,1
LN100132,2024-03,Northgate Servicing,97.0,clean,1
LN100132,2024-04,Northgate Servicing,97.0,clean,1
LN100132,2024-05,Northgate Servicing,93.0,clean,1
LN100132,2024-06,Northgate Servicing,97.0,clean,1
LN100132,2024-07,Northgate Servicing,97.0,clean,1
LN100132,2024-08,Northgate Servicing,97.0,clean,1
LN100132,2024-09,Northgate Servicing,97.0,clean,1
LN100132,2024-10,Northgate Servicing,97.0,clean,1
LN100132,2024-11,Northgate Servicing,81.0,watch,3
LN100132,2024-12,Northgate Servicing,97.0,clean,1
LN100132,2025-01,Northgate Servicing,100.0,clean,0
LN100132,2025-02,Northgate Servicing,97.0,clean,1
LN100132,2025-03,Northgate Servicing,100.0,clean,0
LN100132,2025-04,Northgate Servicing,97.0,clean,1
LN100133,2019-01,Arcadia Capital Servicing,97.0,clean,1
LN100133,2019-02,Arcadia Capital Servicing,91.0,clean,2
LN100133,2019-03,Arcadia Capital Servicing,97.0,clean,1
LN100133,2019-04,Arcadia Capital Servicing,88.0,watch,2
LN100133,2019-05,Arcadia Capital Servicing,97.0,clean,1
LN100134,2019-01,Kestrel Financial,91.0,clean,1
LN100134,2019-02,Kestrel Financial,100.0,clean,0
LN100134,2019-03,Kestrel Financial,78.0,watch,2
LN100134,2019-04,Kestrel Financial,97.0,clean,1
LN100134,2019-05,Kestrel Financial,90.0,watch,2
LN100134,2019-06,Kestrel Financial,90.0,watch,2
LN100134,2019-07,Kestrel Financial,97.0,clean,1
LN100134,2019-08,Kestrel Financial,97.0,clean,1
LN100134,2019-09,Kestrel Financial,85.0,watch,2
LN100134,2019-10,Kestrel Financial,100.0,clean,0
LN100134,2019-11,Kestrel Financial,97.0,clean,1
LN100134,2019-12,Kestrel Financial,80.0,watch,3
LN100135,2025-07,Northgate Servicing,97.0,clean,1
LN100135,2025-08,Northgate Servicing,97.0,clean,1
LN100135,2025-09,Northgate Servicing,97.0,clean,1
LN100135,2025-10,Northgate Servicing,100.0,clean,0
LN100135,2025-11,Northgate Servicing,97.0,clean,1
LN100136,2019-01,Northgate Servicing,90.0,watch,2
LN100136,2019-02,Northgate Servicing,97.0,clean,1
LN100136,2019-03,Northgate Servicing,97.0,clean,1
LN100136,2019-04,Northgate Servicing,97.0,clean,1
LN100136,2019-05,Northgate Servicing,100.0,clean,0
LN100136,2019-06,Northgate Servicing,100.0,clean,0
LN100136,2019-07,Northgate Servicing,100.0,clean,0
LN100136,2019-08,Northgate Servicing,100.0,clean,0
LN100136,2019-09,Northgate Servicing,97.0,clean,1
LN100136,2019-10,Northgate Servicing,97.0,clean,1
LN100136,2019-11,Northgate Servicing,97.0,clean,1
LN100136,2019-12,Northgate Servicing,100.0,clean,0
LN100136,2020-01,Northgate Servicing,82.0,watch,3
LN100136,2020-02,Northgate Servicing,90.0,watch,2
LN100136,2020-03,Northgate Servicing,97.0,clean,1
LN100136,2020-04,Northgate Servicing,100.0,clean,0
LN100136,2020-05,Northgate Servicing,97.0,clean,1
LN100136,2020-06,Northgate Servicing,97.0,clean,1
LN100136,2020-07,Northgate Servicing,97.0,clean,1
LN100136,2020-08,Northgate Servicing,97.0,clean,1
LN100136,2020-09,Northgate Servicing,97.0,clean,1
LN100136,2020-10,Northgate Servicing,97.0,clean,1
LN100136,2020-11,Northgate Servicing,100.0,clean,0
LN100136,2020-12,Northgate Servicing,97.0,clean,1
LN100136,2021-01,Northgate Servicing,97.0,clean,1
LN100136,2021-02,Northgate Servicing,100.0,clean,0
LN100136,2021-03,Northgate Servicing,100.0,clean,0
LN100136,2021-04,Northgate Servicing,97.0,clean,1
LN100136,2021-05,Northgate Servicing,97.0,clean,1
LN100136,2021-06,Northgate Servicing,97.0,clean,1
LN100136,2021-07,Northgate Servicing,97.0,clean,1
LN100136,2021-08,Northgate Servicing,97.0,clean,1
LN100136,2021-09,Northgate Servicing,90.0,watch,2
LN100136,2021-10,Northgate Servicing,100.0,clean,0
LN100136,2021-11,Northgate Servicing,89.0,watch,1
LN100136,2021-12,Northgate Servicing,97.0,clean,1
LN100136,2022-01,Northgate Servicing,97.0,clean,1
LN100136,2022-02,Northgate Servicing,97.0,clean,1
