loan_id,reporting_month,servicer_name,reported_balance,reported_status,reported_dpd,update_received_at,file_batch_id
F21Q12119487,2024-03,TRUIST BANK,280795.36,Current,0.0,2024-04-06 00:00:00,BATCH-2024-03
F19Q20253120,2022-02,OTHER,276839.8473630616,Current,0.0,2022-03-06 00:00:00,BATCH-2022-02
F22Q40190551,2025-12,"CITIZENS BANK, NA",,Current,0.0,2026-01-09 00:00:00,BATCH-2025-12
F21Q40227256,2022-07,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,143645.08,Current,0.0,2022-08-22 00:00:00,BATCH-2022-07
F20Q20808193,2026-02,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",129971.10961574329,Current,0.0,2026-03-15 00:00:00,BATCH-2026-02
F19Q20338852,2024-10,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",85469.06,Current,0.0,2024-11-05 00:00:00,BATCH-2024-10
F23Q30188516,2023-12,OTHER,332555.4579960952,Current,0.0,2024-01-20 00:00:00,BATCH-2023-12-R1
F22Q20155039,2022-10,OTHER,352000.0,Current,0.0,2022-11-08 00:00:00,BATCH-2022-10
F19Q30067266,2020-12,"CALIBER HOME LOANS, INC.",454648.2,Current,0.0,2021-01-05 00:00:00,BATCH-2020-12
F19Q30179902,2021-08,"CALIBER HOME LOANS, INC.",117843.62946673536,Current,0.0,2021-09-21 00:00:00,BATCH-2021-08-R1
F19Q40291371,2023-09,OTHER,77998.25,Current,0.0,2023-10-11 00:00:00,BATCH-2023-09
F23Q20203503,2023-07,"CMG MORTGAGE, INC.",500000.0,Current,0.0,2023-08-12 00:00:00,BATCH-2023-07
F20Q10011074,2023-05,TRUIST BANK,197376.75,Current,0.0,2023-06-09 00:00:00,BATCH-2023-05
F22Q30120066,2023-05,TRUIST BANK,253774.3,DQ90plus,0.0,2023-06-10 00:00:00,BATCH-2023-05
F21Q11856147,2022-06,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",151471.82,Current,0.0,2022-07-09 00:00:00,BATCH-2022-06
F21Q40669868,2024-06,"CITIZENS BANK, NA",128212.96,Current,0.0,2024-07-09 00:00:00,BATCH-2024-06
F23Q40116366,2025-09,OTHER,58733.82,Current,0.0,2025-10-08 00:00:00,BATCH-2025-09
F22Q20415087,2022-07,OTHER,472000.0,Current,0.0,2022-08-09 00:00:00,BATCH-2022-07
F22Q40159541,2024-05,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",129656.36,Current,0.0,2024-06-05 00:00:00,BATCH-2024-05
F23Q20076508,2023-12,"UNITED WHOLESALE MORTGAGE, LLC",259401.56,Current,0.0,2024-01-05 00:00:00,BATCH-2023-12
F22Q10433021,2025-05,PHH MORTGAGE CORPORATION,62814.52,Current,0.0,2025-06-17 00:00:00,BATCH-2025-05
F19Q10056112,2020-01,OTHER,123881.37,Current,0.0,2020-02-07 00:00:00,BATCH-2020-01
F20Q20167125,2025-02,"CMG MORTGAGE, INC.",201948.21,Current,0.0,2025-03-04 00:00:00,BATCH-2025-02
F21Q20852397,2022-04,OTHER,130836.74,Current,0.0,2022-05-10 00:00:00,BATCH-2022-04
F22Q40144462,2023-01,"LAKEVIEW LOAN SERVICING, LLC",296000.0,Current,0.0,2023-02-27 00:00:00,BATCH-2023-01
F19Q10098526,2021-04,OTHER,148812.09,Current,0.0,2021-04-30 00:00:00,BATCH-2021-04
F22Q30224128,2026-01,OTHER,344269.82,Current,0.0,2026-02-02 00:00:00,BATCH-2026-01
F21Q20815170,2025-12,OTHER,462154.26,Current,0.0,2026-01-08 00:00:00,BATCH-2025-12
F20Q30064934,2021-10,OTHER,326983.33,Current,0.0,2021-11-21 00:00:00,BATCH-2021-10
F20Q20103199,2024-10,OTHER,85178.25,Current,0.0,2024-11-10 00:00:00,BATCH-2024-10
F20Q10408663,2026-02,OTHER,254624.07,Current,0.0,2026-03-19 00:00:00,BATCH-2026-02
F20Q31065275,2021-08,NEW RESIDENTIAL MORTGAGE LLC,516805.92,Current,0.0,2021-09-07 00:00:00,BATCH-2021-08
F20Q20655263,2025-11,"CITIZENS BANK, NA",303129.61,Current,0.0,2025-12-03 00:00:00,BATCH-2025-11
F19Q09000566,2023-04,"FIFTH THIRD BANK, NATIONAL ASSOCIATION",253108.13,Current,0.0,2023-05-11 00:00:00,BATCH-2023-04-ORPHAN
F21Q12142553,2023-12,"PNC BANK, NA",75038.23,DQ60,60.0,2024-01-12 00:00:00,BATCH-2023-12
F21Q40599055,2023-01,ONSLOW BAY FINANCIAL LLC,417043.48,Current,0.0,2023-02-06 00:00:00,BATCH-2023-01
F23Q30153660,2023-12,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,324000.0,Current,0.0,2024-01-06 00:00:00,BATCH-2023-12
F22Q30069560,2025-10,"ROCKET MORTGAGE, LLC",151745.93,Current,0.0,2025-11-08 00:00:00,BATCH-2025-10
F19Q10197845,2021-02,"WELLS FARGO BANK, N.A.",193235.84,Current,0.0,2021-03-05 00:00:00,BATCH-2021-02
F21Q40425700,2022-01,HOME POINT FINANCIAL CORPORATION,452000.0,Current,0.0,2022-02-13 00:00:00,BATCH-2022-01
F20Q40746469,2025-12,PENNYMAC CORP.,400219.12,Current,,2026-01-13 00:00:00,BATCH-2025-12
F19Q40140997,2024-04,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",207624.54,Current,126.0,2024-05-12 00:00:00,BATCH-2024-04
F19Q10018291,2023-03,"AMERIHOME MORTGAGE COMPANY, LLC",249337.82,Current,0.0,2023-04-08 00:00:00,BATCH-2023-03
F21Q20093740,2024-06,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",639276.6,DQ90plus,0.0,2024-07-03 00:00:00,BATCH-2024-06
F21Q40216975,2025-08,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,493275.33,Current,0.0,2025-09-08 00:00:00,BATCH-2025-08
F21Q30081203,2023-11,FREEDOM MORTGAGE CORPORATION,,Current,0.0,2023-12-10 00:00:00,BATCH-2023-11
F21Q40227256,2021-11,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,152000.0,Current,0.0,2021-12-06 00:00:00,BATCH-2021-11
F19Q20286957,2021-11,"ROCKET MORTGAGE, LLC",426670.59,Current,0.0,2021-12-14 00:00:00,BATCH-2021-11
F19Q30210733,2020-07,OTHER,52849.56,Current,0.0,2020-08-08 00:00:00,BATCH-2020-07
F21Q12190183,2021-04,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",335000.0,Current,0.0,2021-05-03 00:00:00,BATCH-2021-04
F22Q20022076,2023-01,"UNITED WHOLESALE MORTGAGE, LLC",208941.53,Current,0.0,2023-02-15 00:00:00,BATCH-2023-01
F20Q31102203,2023-01,"CALIBER HOME LOANS, INC.",148283.3,Current,0.0,2023-02-01 00:00:00,BATCH-2023-01
F23Q20197062,2025-08,NEW RESIDENTIAL MORTGAGE LLC,420279.43,Current,0.0,2025-09-17 00:00:00,BATCH-2025-08
F21Q20253928,2022-03,OTHER,344052.11,Current,0.0,2022-04-17 00:00:00,BATCH-2022-03
F20Q10244405,2022-06,OTHER,139755.95,Current,0.0,2022-07-02 00:00:00,BATCH-2022-06
F20Q40008012,2021-07,PHH MORTGAGE CORPORATION,503181.47,Current,0.0,2021-08-06 00:00:00,BATCH-2021-07
F21Q30374990,2024-05,OTHER,210893.08,Current,0.0,2024-06-06 00:00:00,BATCH-2024-05
F20Q40730509,2026-03,OTHER,442756.97,Current,0.0,2026-04-02 00:00:00,BATCH-2026-03
F21Q20651612,2021-11,OTHER,239000.0,Current,0.0,2021-12-08 00:00:00,BATCH-2021-11
F22Q40178999,2024-04,OTHER,267232.0279278835,Current,0.0,2024-05-03 00:00:00,BATCH-2024-04
F21Q11866022,2021-03,"QUICKEN LOANS, LLC",80000.0,Current,0.0,2021-04-19 00:00:00,BATCH-2021-03
F21Q12252162,2024-03,NEW RESIDENTIAL MORTGAGE LLC,378241.41,Current,0.0,2024-04-19 00:00:00,BATCH-2024-03
F23Q20227679,2026-02,"LAKEVIEW LOAN SERVICING, LLC",351806.25,Default,180.0,2026-03-08 00:00:00,BATCH-2026-02
F21Q30378491,2022-10,OTHER,,Current,0.0,2022-11-10 00:00:00,BATCH-2022-10
F19Q40219374,2026-03,NEW RESIDENTIAL MORTGAGE LLC,149752.54,Current,0.0,2026-04-09 00:00:00,BATCH-2026-03
F20Q40185095,2023-07,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",692198.74,Current,0.0,2023-08-07 00:00:00,BATCH-2023-07
F23Q20160709,2024-09,"PENNYMAC LOAN SERVICES, LLC",62914.16,Current,0.0,2024-10-02 00:00:00,BATCH-2024-09
F19Q40181788,2020-03,OTHER,,Current,0.0,2020-04-09 00:00:00,BATCH-2020-03
F21Q11504684,2026-01,OTHER,215833.6,Current,0.0,2026-02-03 00:00:00,BATCH-2026-01
F20Q10119587,2021-07,"PNC BANK, NA",209111.57,Current,21.0,2021-08-13 00:00:00,BATCH-2021-07
F22Q20038015,2024-11,OTHER,233766.06038251324,Current,0.0,2024-12-07 00:00:00,BATCH-2024-11
F22Q10216737,2023-08,OTHER,187552.22,Current,0.0,2023-09-02 00:00:00,BATCH-2023-08
F20Q41055369,2025-08,"WELLS FARGO BANK, N.A.",171254.72,Current,0.0,2025-09-13 00:00:00,BATCH-2025-08
F22Q10353812,2024-06,OTHER,398006.5130862914,Current,0.0,2024-07-05 00:00:00,BATCH-2024-06
F20Q40267135,2022-03,"CALIBER HOME LOANS, INC.",,Current,0.0,2022-04-12 00:00:00,BATCH-2022-03
F19Q20249840,2019-11,OTHER,238000.0,Current,0.0,2019-12-10 00:00:00,BATCH-2019-11
F20Q20308968,2021-06,OTHER,162304.2,DQ90plus,0.0,2021-07-06 00:00:00,BATCH-2021-06
F19Q40124355,2020-05,"UNITED SHORE FINANCIAL SERVICES, LLC",259000.0,Current,0.0,2020-06-07 00:00:00,BATCH-2020-05
F22Q10303241,2025-02,"LAKEVIEW LOAN SERVICING, LLC",521230.3,Current,0.0,2025-03-06 00:00:00,BATCH-2025-02
F19Q10220753,2019-10,"CALIBER HOME LOANS, INC.",349000.0,Current,0.0,2019-11-08 00:00:00,BATCH-2019-10
F20Q20921827,2020-08,U.S. BANK N.A.,156000.0,Current,0.0,2020-09-09 00:00:00,BATCH-2020-08
F22Q40055970,2025-09,"PENNYMAC LOAN SERVICES, LLC",250552.9,Current,0.0,2025-10-08 00:00:00,BATCH-2025-09
F21Q12090827,2021-04,OTHER,456000.0,Current,0.0,2021-05-07 00:00:00,BATCH-2021-04
F21Q40578673,2022-02,"ROCKET MORTGAGE, LLC",137000.0,Current,102.0,2022-03-19 00:00:00,BATCH-2022-02
F22Q40055970,2025-05,"PENNYMAC LOAN SERVICES, LLC",264792.9131827706,Current,0.0,2025-06-16 00:00:00,BATCH-2025-05
F20Q30674691,2021-03,PHH MORTGAGE CORPORATION,163306.39120489598,Current,0.0,2021-04-21 00:00:00,BATCH-2021-03-R1
F20Q30893730,2023-02,OTHER,169689.35,Current,0.0,2023-03-09 00:00:00,BATCH-2023-02
